category,storage_type,shelf_life_days,days_remaining_at_purchase,days_until_expiry,risk_level
5,0,10,9,6,High
0,2,6,6,6,Low
4,0,65,56,56,High
1,1,19,18,17,Low
3,1,7,7,6,Low
8,1,2,2,0,Low
6,1,18,13,13,Medium
8,0,2,2,0,Medium
0,2,7,7,6,Low
8,1,2,1,1,Medium
5,0,8,7,4,High
5,1,8,8,8,High
0,2,5,5,5,Low
4,0,117,95,95,Medium
8,0,7,7,6,High
4,0,105,85,84,Low
0,2,3,2,0,High
6,2,6,6,5,Low
6,1,16,16,13,Medium
0,2,4,3,1,Medium
4,0,255,189,187,High
8,1,6,5,4,High
2,1,15,11,11,High
3,1,7,7,5,Medium
6,1,19,19,17,Low
2,1,17,16,15,Low
5,1,4,3,2,Medium
8,0,3,3,2,Medium
7,1,4,4,4,High
7,1,2,1,1,Medium
3,1,12,10,9,High
3,1,10,9,8,Low
8,0,4,3,0,High
6,1,5,5,3,Medium
6,1,8,8,7,Medium
1,1,27,24,22,Low
7,1,1,1,0,Low
4,0,352,352,349,Low
1,1,18,14,14,High
7,1,3,3,2,High
5,1,4,4,2,Medium
1,1,20,18,15,Medium
5,0,9,9,9,Low
6,1,3,3,3,Low
5,1,5,5,5,Low
7,1,5,4,1,Medium
6,1,16,15,13,Medium
6,2,3,2,2,High
6,1,9,6,4,Medium
3,1,11,8,8,Medium
8,0,4,4,2,High
1,1,29,20,20,Low
4,0,283,201,200,Low
2,1,30,24,22,Low
2,1,29,27,27,Medium
3,1,6,6,4,Low
3,1,10,10,8,Low
7,1,2,2,1,High
0,2,3,2,0,Medium
8,1,5,5,2,High
5,1,10,8,8,High
0,2,7,5,5,High
5,1,9,7,4,Medium
5,1,5,5,4,High
5,0,8,6,3,High
2,1,11,10,7,Medium
6,1,4,3,1,Medium
0,2,4,4,1,High
7,1,4,3,0,High
7,1,5,4,2,Low
8,1,4,4,3,Low
5,1,6,5,2,Medium
4,0,291,200,197,Low
6,1,7,6,4,High
5,1,10,10,9,Medium
5,0,4,4,3,Low
5,0,5,5,2,High
4,0,99,79,79,Medium
3,1,11,9,7,Medium
3,1,10,8,6,High
7,1,3,3,0,Medium
3,1,12,10,10,Low
7,1,4,3,1,Medium
2,1,11,10,10,Low
5,1,9,6,3,High
3,1,11,11,10,Low
4,0,128,113,111,Low
0,2,2,2,0,Medium
6,2,3,2,0,High
4,0,90,82,80,Low
8,1,2,1,0,Low
3,1,8,8,6,High
0,2,6,5,3,Low
7,1,3,2,0,Medium
4,0,167,158,157,High
8,1,7,5,4,Medium
4,0,115,83,83,Low
2,1,26,24,23,Low
3,1,11,11,10,High
5,0,10,10,10,High
4,0,171,161,159,High
5,1,5,4,3,High
6,2,10,8,7,High
0,2,5,4,3,Low
6,1,9,9,7,Medium
1,1,11,9,7,Low
0,2,5,5,2,Medium
1,1,11,9,9,Low
3,1,4,4,1,Low
0,2,6,4,2,High
1,1,27,26,23,Medium
3,1,5,4,4,High
4,0,242,222,222,Low
1,1,10,8,5,Low
7,1,4,3,0,High
2,1,9,9,7,Low
2,1,25,23,22,Low
1,1,23,22,19,Low
6,1,5,5,5,Low
0,2,4,3,0,Medium
6,1,7,7,7,High
7,1,3,2,1,High
3,1,11,9,9,High
3,1,11,9,7,Low
6,1,8,7,6,Low
6,1,6,6,4,Low
2,1,30,22,20,Medium
0,2,7,5,2,High
3,1,4,3,3,Medium
5,1,10,10,7,Medium
5,0,10,9,9,Medium
3,1,13,13,11,Medium
4,0,233,175,175,Low
8,1,2,2,0,Low
6,1,11,11,11,Medium
6,1,9,7,7,Medium
4,0,229,153,152,Low
2,1,17,17,15,Medium
3,1,10,10,9,High
4,0,193,130,130,High
1,1,24,23,20,Medium
8,1,5,4,4,High
7,1,5,5,2,Low
2,0,24,21,21,High
1,1,17,13,12,Low
2,1,18,12,9,Low
0,2,3,2,2,Medium
8,1,5,4,2,High
2,1,7,6,5,Medium
7,1,3,2,2,Low
4,0,108,87,87,Low
4,0,199,169,168,High
3,1,10,7,5,High
4,0,179,157,155,Medium
6,1,17,12,11,Low
1,1,9,7,5,Medium
8,1,2,1,0,High
2,1,28,26,24,Medium
6,1,21,21,21,Medium
0,2,5,5,3,Low
6,2,8,6,6,Medium
4,0,364,328,326,Medium
3,1,8,7,5,Medium
4,0,240,240,237,Medium
0,2,3,2,2,Low
1,1,26,24,24,Low
7,1,1,0,0,High
3,1,7,6,4,Low
2,1,15,10,8,Low
5,1,3,2,2,Low
6,1,5,5,2,Low
6,1,15,12,12,Low
0,2,4,4,2,Low
0,2,4,3,0,Medium
0,2,2,1,0,Low
8,0,7,5,4,High
4,0,193,141,139,High
3,1,7,7,4,Medium
4,0,284,207,207,High
0,2,5,4,3,Medium
2,1,14,10,10,High
7,1,4,4,2,Low
7,1,5,4,2,High
7,1,2,2,2,Low
4,0,71,50,48,Low
6,1,19,16,15,Medium
6,1,7,5,3,High
5,0,6,5,2,Low
2,0,5,4,3,Medium
8,0,6,4,3,Low
7,1,2,1,0,High
5,0,10,9,6,High
5,0,10,7,5,High
2,1,25,22,19,Medium
4,0,348,314,311,High
1,1,11,11,11,High
2,1,21,21,18,Low
3,1,9,7,5,High
5,1,8,6,3,High
6,1,6,5,5,Medium
8,0,2,1,0,High
0,2,3,2,0,High
4,0,223,157,156,Medium
3,1,9,6,4,Low
1,1,11,11,10,High
7,1,3,2,0,High
6,1,18,17,14,Low
5,0,5,4,1,High
6,1,6,6,3,Low
3,0,4,3,0,High
6,2,5,5,2,Medium
2,1,9,7,6,High
6,1,11,9,9,Medium
2,1,22,22,19,Low
8,0,3,3,0,High
4,0,355,294,293,High
7,1,4,3,0,High
2,1,15,13,11,Medium
3,1,10,9,7,Low
7,1,5,5,3,High
0,2,4,3,3,Medium
8,1,4,3,3,High
6,1,20,20,20,Low
3,1,7,7,6,High
5,0,4,4,2,High
5,1,3,3,1,Low
5,0,5,4,1,High
5,1,5,4,1,High
7,1,5,4,3,Low
6,1,18,16,13,Low
5,1,4,4,1,Low
3,1,4,3,1,Low
7,1,1,0,0,High
5,0,8,6,4,High
6,1,7,6,5,Medium
5,1,7,7,6,High
2,1,29,25,25,Medium
5,1,3,2,2,High
7,1,4,3,3,High
8,1,2,1,1,High
3,1,9,7,5,Medium
0,2,3,2,2,Medium
5,1,3,2,0,High
3,1,8,7,5,Low
1,1,30,23,23,Medium
5,0,4,4,1,High
3,1,5,5,5,Medium
6,1,16,13,12,High
4,0,225,195,194,High
2,1,30,30,29,Medium
4,0,197,175,174,High
8,1,6,5,5,High
7,1,5,5,5,Low
8,0,5,5,3,High
8,0,3,3,0,High
0,2,6,6,5,Low
7,1,1,0,0,High
6,1,4,3,0,Medium
2,1,19,18,16,High
6,2,4,4,1,Low
1,1,21,15,15,Low
8,0,2,2,0,Medium
7,1,2,1,0,High
4,0,97,77,75,Low
3,1,4,4,3,Low
1,1,20,16,14,Medium
0,2,2,2,0,Low
6,1,21,21,21,High
7,1,2,2,0,Low
4,0,338,296,295,Medium
6,1,21,19,18,High
2,1,8,6,6,High
2,1,15,12,11,Low
2,1,24,23,23,High
5,1,3,2,1,High
8,0,5,4,4,High
8,1,4,4,1,Low
3,1,13,10,10,Medium
7,1,3,2,0,High
4,0,172,116,115,Low
5,1,9,6,4,High
8,0,3,3,3,Medium
0,2,7,5,5,Low
2,1,19,13,13,High
4,0,80,72,71,Medium
1,1,25,18,16,Low
2,1,21,21,20,Medium
8,0,7,5,4,Low
8,1,3,3,0,Medium
8,1,5,5,2,Low
2,1,16,12,9,High
2,1,8,7,6,Low
2,1,7,6,6,Medium
6,1,21,17,17,Low
0,2,3,2,0,Medium
0,2,3,2,0,Low
7,1,1,1,0,High
5,1,4,3,1,High
5,1,3,3,2,Medium
3,1,11,9,8,Low
2,1,21,18,17,High
1,1,29,28,28,Low
5,0,8,8,6,High
0,2,7,5,5,Low
7,1,5,4,4,High
6,1,3,2,2,Medium
6,1,9,8,6,Low
6,1,9,7,4,High
1,1,9,6,3,Low
2,1,28,23,20,High
6,1,17,13,11,High
4,0,83,63,61,Low
5,1,9,6,5,High
7,1,1,1,0,Low
2,1,6,6,6,Low
4,0,309,216,213,High
7,1,2,1,1,High
5,0,4,4,4,Medium
8,0,4,3,3,High
6,1,16,13,13,High
7,1,3,2,1,High
4,0,242,230,229,Medium
7,1,5,5,5,High
8,0,3,3,0,High
6,1,10,9,6,Low
7,1,1,0,0,High
3,0,14,11,11,High
2,1,23,20,18,Low
6,1,21,17,16,Medium
0,2,2,1,0,Medium
4,0,315,274,274,Low
2,1,23,18,18,Medium
2,1,11,11,8,Low
7,1,1,1,0,High
6,2,8,7,6,Low
5,0,3,3,1,High
8,0,3,3,2,Medium
2,1,5,5,4,High
3,1,3,3,3,Medium
3,1,5,4,1,High
3,1,14,10,7,High
5,0,7,5,5,High
7,1,4,3,3,Low
0,2,6,6,4,Low
0,2,6,6,3,Low
5,1,6,5,2,High
3,1,9,7,6,High
1,1,17,15,13,High
3,1,13,10,8,Medium
2,1,12,12,12,Medium
1,1,13,11,9,Low
6,1,21,17,16,Low
8,1,5,5,3,High
4,0,146,105,103,Medium
5,1,7,5,3,Medium
8,0,6,6,5,Low
1,1,15,11,10,Medium
4,0,279,254,253,Low
8,1,5,5,4,Low
2,1,19,16,13,Medium
3,1,4,4,2,Medium
8,0,7,6,5,Low
0,2,2,1,0,High
8,1,6,4,3,High
1,1,21,16,14,High
8,1,4,4,1,High
7,1,4,3,3,Medium
1,1,13,10,9,High
6,1,15,11,11,Medium
4,0,241,207,206,Low
1,1,10,9,8,High
4,0,201,199,196,Low
6,1,11,11,9,High
3,1,11,11,9,High
4,0,151,113,112,Low
5,0,6,6,4,Low
4,0,241,188,188,Low
8,1,2,2,0,Medium
6,1,19,17,17,Medium
8,1,5,4,3,High
3,1,4,3,0,High
5,1,5,4,2,High
4,0,269,269,269,Low
1,1,16,12,9,High
8,0,2,2,2,High
1,1,14,14,14,Medium
5,1,7,6,3,Low
7,1,4,4,3,Medium
1,1,29,25,25,Medium
2,1,16,11,11,High
1,1,26,22,19,Low
6,1,10,9,7,High
3,1,12,11,9,High
1,1,13,10,7,Low
7,1,1,1,0,Low
3,1,12,9,8,Low
7,1,3,2,0,High
6,1,14,13,11,Low
4,0,88,63,60,Medium
3,1,4,4,3,Medium
4,0,270,228,225,Medium
0,2,2,2,2,Low
4,0,163,163,162,Low
0,2,3,3,3,Medium
7,1,3,3,2,High
3,1,3,2,1,Medium
7,1,4,3,0,Medium
7,1,1,1,0,Medium
2,1,25,21,18,Medium
5,0,6,6,6,Medium
0,2,6,5,5,High
1,1,25,20,20,Medium
3,1,13,10,10,Medium
6,1,13,13,13,Low
7,1,2,2,2,Low
3,1,5,4,1,High
3,1,4,4,2,Medium
6,1,11,8,6,Medium
2,1,24,23,23,Medium
8,1,3,2,0,Medium
7,1,1,0,0,High
6,1,19,15,14,Medium
6,1,21,19,16,Low
6,1,3,3,1,Low
0,2,7,7,7,Low
0,2,7,6,4,Low
1,1,13,13,12,High
0,2,5,4,2,Low
4,0,321,309,307,Medium
3,1,6,6,4,Low
0,2,2,1,0,High
5,1,6,4,2,High
1,1,28,25,25,Low
8,0,4,3,3,High
7,1,3,3,3,Low
3,1,7,6,3,Low
5,1,9,9,8,High
5,1,10,10,8,Low
7,1,4,3,3,Medium
5,1,4,3,1,Low
0,2,2,2,0,High
5,0,6,6,5,High
8,0,4,3,1,High
1,1,20,17,15,High
7,1,5,5,5,Low
1,1,27,25,22,Medium
7,1,3,3,2,Medium
6,1,7,7,4,Low
4,0,250,231,228,Medium
4,0,108,95,95,Low
0,2,7,6,4,Low
1,1,19,13,10,Low
5,1,10,8,7,Medium
7,1,2,1,0,High
7,1,4,3,0,High
4,0,113,92,92,Medium
0,2,2,1,0,Low
2,1,16,14,14,Medium
0,2,4,3,0,Low
8,1,3,3,1,High
7,1,4,4,1,Medium
4,0,280,228,227,Medium
1,1,12,10,8,Medium
0,2,3,3,0,High
8,0,6,6,6,High
2,1,29,26,23,Low
8,1,2,2,0,High
1,1,19,16,15,Medium
4,0,261,215,214,Medium
8,0,7,7,5,Medium
2,1,20,16,16,Low
7,1,5,5,2,Medium
8,1,4,4,1,Low
8,0,3,2,0,High
8,0,7,6,4,Medium
8,1,7,5,5,Low
4,0,304,301,301,Low
7,1,5,5,4,High
1,1,15,10,10,Medium
2,1,30,24,21,Medium
6,1,8,6,6,Medium
1,1,21,17,17,Low
6,1,15,10,7,Medium
4,0,276,264,263,Medium
2,1,30,30,27,Medium
5,1,6,5,5,Medium
4,0,331,225,224,High
8,0,6,4,1,High
7,1,2,1,0,High
5,1,4,4,1,Medium
1,1,13,9,9,Low
6,1,20,14,14,Low
7,1,1,1,1,High
1,1,16,13,11,Medium
4,0,338,251,251,Medium
8,1,3,2,2,Low
3,1,8,6,5,Low
5,0,10,9,9,High
3,1,8,6,4,Low
3,1,14,12,10,High
4,0,360,299,296,Low
2,1,8,6,3,Medium
0,2,5,5,4,Low
3,1,14,12,9,High
2,1,15,13,13,Low
2,1,29,20,19,Low
4,0,230,195,193,Low
8,1,2,2,2,Medium
4,0,146,143,143,Low
0,2,4,3,2,High
3,1,9,8,5,Medium
1,0,30,24,22,High
5,1,6,5,4,Low
3,1,10,10,7,High
5,1,9,8,6,Medium
5,1,6,6,4,High
0,2,4,4,1,Low
3,1,11,9,9,Medium
8,1,2,2,1,Medium
3,1,4,3,2,Low
8,1,7,7,5,Medium
4,0,262,212,210,Low
2,1,22,22,20,Medium
5,1,5,4,2,High
7,1,2,1,0,High
3,1,10,9,8,Medium
1,1,22,22,20,Medium
8,0,3,2,2,High
5,1,7,7,6,Low
4,0,68,47,45,High
2,1,21,17,15,Medium
1,1,27,23,21,Low
6,1,10,10,7,Medium
6,1,15,11,8,High
7,1,3,3,1,Medium
5,1,4,4,2,Medium
6,2,20,14,13,High
1,1,17,12,9,High
3,1,12,9,8,High
1,1,13,11,10,High
8,1,6,5,4,High
5,1,4,4,4,Medium
4,0,272,191,190,Low
5,1,6,5,4,High
2,1,19,18,18,Medium
1,1,12,10,10,Medium
3,1,3,2,1,High
7,1,1,1,0,Low
8,0,2,1,0,High
1,1,28,26,26,Medium
6,1,15,12,10,Medium
5,0,9,9,7,Medium
2,1,28,19,16,High
3,1,4,3,3,Medium
2,1,27,25,23,Medium
5,1,9,6,3,High
6,2,18,15,12,High
4,0,317,257,256,Medium
3,1,9,9,8,Medium
2,1,8,6,5,High
8,0,2,1,0,High
0,2,4,4,2,Low
4,0,62,44,43,Medium
4,0,323,293,291,Low
6,1,7,7,4,Low
5,0,5,5,3,Low
5,1,10,7,7,Low
3,0,5,4,2,High
8,0,5,4,2,High
0,2,5,5,3,Low
4,0,278,241,238,Low
6,1,10,7,4,Medium
5,1,4,3,0,Medium
3,1,13,12,11,Low
6,2,21,15,14,High
7,1,1,1,0,High
8,0,5,5,4,High
0,2,6,4,2,High
8,0,5,5,2,High
1,1,16,14,11,High
3,1,5,4,1,High
2,1,19,16,13,Medium
1,1,23,22,19,Medium
1,1,8,7,6,High
7,1,5,5,2,Low
8,0,2,2,0,Low
0,2,3,2,2,High
7,1,2,1,0,Medium
4,0,127,118,118,Low
6,1,17,14,11,Medium
2,1,24,19,16,Medium
2,1,12,11,8,Low
8,1,7,7,7,Low
8,0,4,4,3,High
7,1,3,2,0,Medium
0,2,5,5,5,Low
8,1,2,2,0,Low
4,0,347,318,317,Medium
2,1,15,10,8,High
6,1,14,11,8,Medium
0,2,3,2,1,Medium
7,1,1,0,0,High
0,2,4,4,2,Medium
2,1,7,5,2,High
6,1,10,9,8,Low
8,0,6,4,1,High
8,1,2,2,0,Medium
8,1,2,1,1,Medium
8,1,2,2,0,Medium
5,1,9,6,3,Medium
1,1,18,13,12,High
0,2,7,7,7,High
5,1,6,5,2,High
3,1,13,9,8,High
5,1,6,5,4,High
0,2,6,6,5,Medium
6,1,18,14,11,Medium
3,1,10,9,7,Medium
1,1,29,21,20,Medium
5,1,5,5,5,Low
0,2,3,2,0,Medium
6,1,5,4,2,Low
0,2,6,4,4,Low
5,0,6,5,5,Medium
5,1,8,6,3,High
7,1,2,2,0,Low
1,2,29,28,27,Medium
2,1,16,12,9,Medium
5,1,4,4,2,High
1,1,21,19,16,Low
7,1,2,1,0,Medium
0,2,2,2,0,High
7,1,1,0,0,High
7,1,4,4,2,Medium
8,0,4,4,4,Low
2,1,20,19,16,Medium
5,1,4,4,4,High
1,1,16,13,11,Medium
8,1,7,7,5,Medium
8,0,7,5,2,High
3,1,4,4,3,Medium
4,0,152,122,122,Medium
3,1,6,5,5,Medium
0,2,6,6,6,Low
1,1,24,19,18,Low
5,1,7,6,3,High
5,0,4,3,1,High
2,1,26,21,21,Medium
2,1,23,23,22,Low
0,2,3,3,2,Low
4,0,342,304,303,High
8,0,7,6,5,High
1,1,17,14,12,Low
0,2,5,5,5,Medium
6,1,17,17,17,Medium
6,1,4,4,1,Low
4,0,360,342,342,Low
6,2,10,8,6,Low
1,1,13,12,9,Low
0,2,6,4,3,Medium
8,1,5,4,2,High
7,1,5,5,5,Low
2,1,25,24,22,Low
1,1,12,9,7,High
2,1,7,6,5,Medium
3,1,4,3,3,High
0,2,4,3,2,High
8,1,6,4,1,Medium
8,1,5,4,2,High
5,1,8,6,4,High
0,2,4,4,2,Medium
6,1,20,15,12,High
2,1,28,22,21,High
7,1,2,1,1,High
5,1,6,4,1,Medium
1,1,27,19,18,Medium
7,1,2,2,0,Medium
5,0,4,3,1,High
6,1,12,11,11,Medium
0,2,5,4,2,High
7,1,5,5,5,Low
0,2,4,3,2,Medium
3,1,13,13,13,High
2,1,21,15,14,High
2,1,19,15,12,Medium
7,1,3,2,0,High
0,2,3,3,2,Medium
7,1,4,4,2,Medium
7,1,5,4,1,Low
3,1,8,7,5,High
7,1,3,3,2,Low
5,1,6,5,2,Medium
0,2,2,2,0,Low
8,1,2,1,0,Medium
7,1,3,2,0,High
5,0,7,5,5,High
2,1,7,6,4,Medium
4,0,156,117,117,Low
8,0,7,5,4,High
7,1,2,2,2,High
0,2,7,5,4,Low
3,1,6,4,3,Low
6,2,15,10,8,Medium
5,1,8,7,4,Low
2,1,17,15,12,Low
1,1,23,16,14,Medium
7,1,5,5,3,Medium
3,1,9,7,7,Low
6,1,11,11,8,Medium
7,1,1,0,0,High
0,2,5,4,3,Medium
1,1,25,18,18,High
4,0,198,177,175,Low
6,1,8,6,3,High
1,1,18,16,15,High
7,1,2,1,1,High
0,2,2,1,0,Low
3,1,5,5,4,High
6,1,10,10,8,Low
5,1,5,4,4,Medium
4,0,236,196,193,Medium
6,1,3,2,2,High
4,0,362,352,352,Medium
6,2,9,6,6,Medium
3,1,3,3,3,High
2,1,18,12,11,High
0,2,5,4,4,Medium
5,0,7,7,4,Medium
7,1,1,0,0,High
2,0,23,23,23,High
5,0,7,5,5,High
6,1,14,12,11,Medium
0,2,2,2,1,Low
6,1,18,13,11,Low
8,1,2,1,0,High
7,1,3,3,3,Medium
3,1,6,6,3,Low
1,1,10,9,7,Low
6,1,18,14,11,Medium
4,0,347,288,286,Low
2,1,5,5,4,Low
7,1,2,1,0,High
1,1,16,11,11,Low
0,2,6,4,1,Medium
7,1,3,3,1,Low
4,0,331,301,299,Medium
4,0,268,246,244,Medium
1,1,12,11,9,High
2,1,8,6,5,Low
2,1,6,5,2,Low
8,0,6,6,4,Low
5,0,3,3,3,High
0,2,6,4,3,High
6,1,18,14,14,Medium
1,1,14,11,10,Medium
5,0,3,2,0,High
2,1,25,18,15,High
1,1,10,7,6,Low
2,1,18,12,10,High
1,1,7,5,3,Low
1,1,10,7,4,Medium
6,1,19,16,13,Medium
5,1,6,5,2,Medium
5,0,6,5,5,High
1,1,15,10,7,Low
2,1,16,12,10,Low
8,0,3,3,2,Medium
8,0,5,5,5,Medium
6,1,20,19,16,Low
8,0,4,3,0,Medium
8,0,7,6,3,High
8,1,7,5,4,High
6,1,20,19,16,Low
3,1,6,5,2,High
8,1,4,4,2,Low
8,0,7,7,5,High
1,1,24,23,22,Medium
4,0,145,100,99,Medium
5,1,9,9,7,Medium
3,1,13,9,7,Medium
2,1,17,14,11,Low
5,0,6,4,1,High
8,1,3,2,1,Medium
3,1,12,10,8,Medium
4,0,132,127,127,Low
3,1,14,11,10,High
5,1,5,4,3,Medium
7,1,1,0,0,High
0,2,5,5,3,Low
5,0,6,5,5,Medium
1,1,10,9,8,Low
8,1,7,5,2,Medium
6,1,10,9,8,Low
3,1,4,4,1,Low
5,1,9,9,9,Low
6,2,13,9,8,Medium
4,0,334,280,279,Low
3,1,9,9,8,Medium
5,0,4,3,3,High
7,1,5,4,1,High
3,1,5,4,3,Medium
5,0,4,4,3,High
3,1,10,8,8,Medium
5,1,3,3,3,Low
7,1,1,0,0,High
7,1,4,3,2,High
3,1,7,7,7,Low
0,2,5,5,2,Low
7,1,1,1,0,High
6,1,19,17,16,Medium
3,1,7,7,4,Low
0,2,3,2,1,High
8,1,2,2,1,Medium
7,1,4,3,0,High
5,0,4,4,4,High
6,1,3,3,1,High
8,1,3,3,0,Low
4,0,131,131,131,Low
1,1,15,15,14,Low
6,1,21,16,14,Low
6,2,3,2,0,High
2,1,19,19,16,High
1,1,19,18,16,Medium
8,0,3,3,1,Low
6,1,17,14,13,Low
0,2,2,1,0,High
5,1,5,5,4,Low
0,2,2,1,0,High
1,1,8,7,4,Medium
7,1,1,1,0,Low
0,2,2,2,1,Low
4,0,220,170,170,High
2,1,10,8,5,High
1,1,19,16,14,High
7,1,5,5,5,Medium
4,0,155,104,101,High
1,1,27,27,24,Low
0,2,2,2,0,Low
7,1,1,1,1,Low
5,0,5,5,4,High
6,2,18,16,16,High
1,1,21,14,11,Medium
1,1,12,10,9,Low
5,1,8,8,7,High
6,1,20,17,16,Medium
7,1,3,3,2,Low
3,1,13,10,7,High
8,0,2,1,0,Medium
5,1,6,4,4,Medium
0,2,7,5,3,High
7,1,5,5,3,High
6,1,10,10,7,Low
3,1,5,4,4,Low
1,1,22,19,19,Low
4,0,329,259,258,Medium
6,2,6,6,5,Medium
7,1,2,2,2,Medium
5,1,5,4,3,High
1,1,29,24,21,High
3,1,5,4,3,High
7,1,3,3,2,Low
3,1,3,2,0,High
6,2,3,3,0,Low
2,1,17,16,16,High
6,1,6,6,3,Low
6,1,9,6,4,High
6,1,6,5,4,Medium
1,1,22,15,13,Medium
8,1,7,6,4,Low
5,1,9,7,6,High
2,1,8,7,5,High
3,1,12,12,10,Medium
3,1,3,3,3,High
6,1,19,14,13,Medium
8,1,6,5,3,Medium
6,1,17,14,11,High
6,1,7,7,6,Low
3,1,5,5,3,Medium
0,2,5,4,1,Low
4,0,359,258,256,Low
7,1,4,4,3,Medium
7,1,4,3,2,High
4,0,307,211,210,Low
0,2,2,2,2,Low
0,2,4,4,1,High
5,1,7,7,6,Medium
4,0,336,262,261,Medium
8,1,6,4,1,High
4,0,284,213,212,High
7,1,5,4,2,High
7,1,1,0,0,High
7,1,5,4,1,High
8,1,5,5,2,Low
0,2,7,5,5,Medium
4,0,358,309,306,High
0,2,3,3,3,Medium
7,1,5,4,3,High
3,1,14,14,13,Medium
3,1,11,10,10,Medium
7,1,2,2,2,High
5,1,5,5,4,High
7,1,3,3,1,Low
4,0,167,122,119,Medium
1,1,16,12,10,Low
8,0,6,4,4,Low
0,2,7,5,5,High
0,2,3,2,2,High
0,2,2,2,2,Low
6,1,17,16,13,Low
1,1,13,11,8,High
5,1,8,8,6,Medium
8,0,4,3,1,High
7,1,1,1,1,High
0,2,2,1,1,High
4,0,148,118,118,Medium
6,1,4,3,1,Low
8,0,2,2,0,Medium
5,1,3,2,0,High
8,1,6,6,6,High
4,0,217,205,202,Low
6,1,21,19,18,Low
4,0,130,113,113,Medium
6,1,16,12,10,Low
2,1,6,4,2,High
4,0,361,278,277,Low
0,2,5,4,2,Medium
8,1,5,5,4,Medium
3,1,5,5,5,High
3,1,4,3,0,Medium
7,1,4,3,0,Low
6,1,13,11,11,Low
0,2,4,3,2,High
2,1,23,21,19,Medium
2,1,17,17,14,Low
2,1,11,8,7,High
5,1,7,5,2,Low
6,1,19,17,15,Low
1,1,10,9,7,Low
8,1,2,1,0,High
2,1,17,13,11,Medium
0,2,5,5,5,Low
3,1,5,5,4,High
2,1,29,26,23,Medium
8,0,6,5,4,High
2,1,6,6,6,Medium
2,1,27,21,20,High
1,1,8,7,7,Low
5,0,7,7,7,High
0,2,7,5,2,High
2,1,22,17,15,High
7,1,4,3,2,Medium
8,1,5,4,1,High
2,1,11,8,5,Medium
6,1,4,4,4,Low
7,1,4,4,1,Medium
2,1,26,19,17,High
3,1,5,4,1,Low
5,1,4,4,3,High
8,1,7,6,4,High
2,1,10,8,7,Medium
3,1,8,7,5,Low
4,0,62,52,51,Medium
7,1,5,4,1,High
4,0,97,68,68,Medium
2,1,26,21,19,High
5,1,5,5,5,Low
0,2,3,3,0,Low
1,1,29,21,19,Medium
3,1,10,9,7,High
7,1,3,2,0,Medium
6,2,21,20,17,High
5,0,3,2,1,High
3,1,3,2,0,High
6,2,4,3,1,Medium
6,1,15,10,8,High
2,1,15,11,10,High
4,0,275,221,219,Medium
0,2,2,1,0,High
6,1,13,11,10,Low
8,1,5,5,4,Medium
5,0,4,3,2,Medium
6,2,9,9,7,Low
7,1,2,1,0,High
2,1,24,22,21,High
5,1,6,6,5,Low
7,1,4,4,1,Medium
7,1,3,2,0,High
0,2,4,3,1,High
1,1,13,12,10,High
3,1,12,12,10,Low
5,1,10,8,8,High
2,1,14,10,7,Low
0,2,7,5,3,Medium
7,1,5,5,2,Low
8,0,3,3,3,Medium
5,1,3,2,2,High
6,1,18,16,14,Low
6,1,17,12,9,Medium
7,1,4,3,2,High
6,1,9,8,7,Medium
3,1,8,7,4,Low
1,1,18,14,13,Medium
4,0,277,232,230,Low
0,2,7,6,3,Low
0,2,4,3,2,Medium
6,1,7,5,4,Medium
5,0,3,3,1,Low
0,2,3,2,2,High
3,1,7,7,6,Low
7,1,4,3,1,Medium
1,1,23,17,16,Medium
7,1,4,3,1,High
5,1,4,3,3,High
0,2,6,5,2,High
3,1,14,10,8,Medium
1,1,22,18,18,Medium
3,1,7,7,6,Low
5,0,10,8,7,High
3,1,7,7,6,High
8,0,5,4,2,Medium
4,0,298,250,247,Low
7,1,2,2,0,Medium
3,1,9,9,8,Low
3,1,6,5,2,Low
7,1,2,2,2,Medium
2,1,21,20,20,Medium
4,0,110,109,107,Low
0,2,4,4,4,Low
4,0,69,55,52,Low
8,0,7,6,6,Medium
6,1,6,6,4,Medium
0,2,2,2,0,High
3,1,13,11,8,Low
7,1,4,3,3,Medium
1,1,29,20,19,Low
8,1,3,2,1,High
5,1,4,3,2,Low
2,1,25,23,20,Low
1,1,23,23,20,Low
6,1,18,15,12,High
5,0,10,10,10,Medium
8,1,7,6,5,Low
1,1,22,20,17,Medium
5,0,4,3,0,High
3,1,3,2,2,High
2,1,14,10,10,High
6,2,6,5,4,High
6,1,7,5,3,High
5,1,6,4,2,High
2,1,8,6,6,Low
4,0,283,259,258,High
8,0,7,5,2,Low
1,1,10,7,5,High
1,1,27,24,22,Medium
8,0,4,4,4,High
6,2,5,5,5,Medium
3,1,10,10,9,Low
7,1,5,5,2,Medium
0,2,4,3,2,High
4,0,207,182,182,Medium
1,1,14,10,10,Low
8,0,3,2,0,High
8,1,3,2,0,High
1,1,19,15,13,Low
2,1,8,7,4,Low
4,0,262,217,216,Low
5,1,3,3,0,Medium
6,1,19,18,16,High
7,1,3,3,0,Low
8,1,6,6,5,Medium
5,1,4,4,4,Medium
2,1,5,5,4,Low
1,0,17,16,14,High
3,1,4,3,2,Medium
3,1,8,8,6,Medium
0,2,6,6,3,Low
6,2,17,14,12,High
